District;Name;TypeObject;Longitude;Latitude;Рейтинг;Отзывы;Y;Norm Y
Тверской;NOOR Bar;бар;37.6009216532990000;55.7668872021784000;4,7;501;50,86234855;80,08348552
Тверской;Молодежь;кафе;37.6009239999999920;55.7823537650727770;4,4;701;49,09378352;76,28203273
Тверской;Барное объединение ПРОФСОЮЗ;бар;37.6009239999999920;55.7823537650727770;4,6;632;50,84867407;80,05409283
Тверской;Кофемания;кафе;37.6009962016897390;55.7675794551319580;4,3;92;39,24592268;55,1144887
Тверской;Домино'с Пицца;кафе;37.6010262153453920;55.7858809864054950;4;95;36,63618831;49,50497938
Тверской;CHEHONTE;ресторан;37.6010880666910130;55.7676673404219870;4,2;5;26,10135401;26,8608161
Тверской;РУКИ ВВЕРХ;бар;37.6010880666910130;55.7676673404219870;4,7;1071;54,43313581;87,75873578
Тверской;Кулинарная лавка братьев Караваевых;магазин (отдел кулинарии);37.6011876700197120;55.7833585680341880;4,4;183;43,18448789;63,58026151
Тверской;Ландринъ;кафе;37.6012591885289000;55.7803921732482000;4,4;70;38,95612788;54,49158752
Тверской;Брусника;магазин (отдел кулинарии);37.6013350000000060;55.7711227618060330;4,5;217;44,93280393;67,33818998
Тверской;Фудхолл Дружба;предприятие быстрого обслуживания;37.6013670000000030;55.7800307643968130;4,6;87;41,7269602;60,4473698
Тверской;Настоишная;кафе;37.6014954312423000;55.7819195988480000;4,7;116;43,98617377;65,30345007
Тверской;Типси паб;кафе;37.6015910000000000;55.7805520000000000;4,7;542;51,23205008;80,87814272
Тверской;SeDelice Французская пекарня;кафе;37.6016279999999910;55.7661077603483760;4,3;68;37,94611493;52,32060907
Тверской;SeDelice;кафе;37.6016289999999960;55.7809037646508160;4,2;5;26,10135401;26,8608161
Тверской;Суши Wok;закусочная;37.6016290000000030;55.7809047646511190;3,4;116;31,81978528;39,15233277
Тверской;ДРУЖБА;ресторан;37.6018290000000090;55.7800257643953690;4,4;177;43,03780764;63,26497876
Тверской;Милти;магазин (отдел кулинарии);37.6018290000000090;55.7800257643953690;4,2;4;25,1641511;24,84633962
Тверской;Пять вкусов;кафе;37.6019640000000020;55.7648507599831120;4,4;17;32,72888753;41,10640809
Тверской;Mike's coffee;кафе;37.6019640000000020;55.7648507599831120;3,8;2;20,13360599;14,03340403
Тверской;Палаш;кафетерий;37.6019640000000020;55.7648507599831120;4,2;3;23,95588639;22,24922775
Тверской;GINA CAFE;кафе;37.6020639999999990;55.7653887601394520;4,3;10;29,7033477;34,60314321
Тверской;Starbucks;кафе;37.6021263975025000;55.7795195341481000;4,2;119;39,41403345;55,47583541
Тверской;The LOFT cafe and Lobby bar;бар;37.6023970000000180;55.7699767614728760;4,2;12;29,77832271;34,7642987
Тверской;BOWLROOM;кафе;37.6025330000000010;55.7641227597715880;4,4;104;40,69806877;58,2358129
Тверской;Cofix;кафетерий;37.6025330000000010;55.7641227597715880;4,3;69;38,00888977;52,45554083
Тверской;Чебуречная СССР;кафе;37.6025645395634670;55.7641349597743460;4,7;517;51,01010138;80,40107375
Тверской;One Double Cofe;кафе;37.6025645395634670;55.7641349597743460;4,1;32;33,09071496;41,88414025
Тверской;Я дома;кафе;37.6025690000000100;55.7650907600528500;4,2;52;35,9369384;48,00197243
Тверской;Cofix;кафетерий;37.6025799999999960;55.7776407637015050;4,3;24;33,46786327;42,69480396
Тверской;CRAFTER;бар;37.6026239999999920;55.7652727601057450;4,6;210;45,7804775;69,16022706
Тверской;Штолле;предприятие быстрого обслуживания;37.6026349999999850;55.7666037604925150;4,2;13;30,11450208;35,48690148
Тверской;Borrachitos;бар;37.6026649999999950;55.7675507607677190;4,6;89;41,83151016;60,67209533
Тверской;Прайм;кафе;37.6027682233960120;55.7658111367680930;4,2;30;33,62674378;43,03631064
Тверской;СINNABON;кафе;37.6027682233960120;55.7658111367680930;4,2;42;35,03992718;46,07388623
Тверской;Шоколадница;кафе;37.6027700000000000;55.7658287602673040;4,2;270;42,85508701;62,87222879
Тверской;МАКДОНАЛДС;предприятие быстрого обслуживания;37.6029091881872000;55.7646312620702000;4,5;2082;55,10814496;89,20963829
Тверской;Якитория;кафе;37.6031059999999970;55.7768477634708400;4,4;230;44,19029778;65,74220565
Тверской;EVERYTHINGS WAFFLE;кафе;37.6031059999999970;55.7768477634708400;4,4;35;35,90628029;47,93607417
Тверской;SleepTom;кафе;37.6031215333166740;55.7700536747781680;4,3;21;32,89367828;41,46061857
Тверской;Ламбик;кафе;37.6031460195955920;55.7752563734002250;4,6;354;48,18254866;74,32337344
Тверской;Starbucks;кафе;37.6034097860132090;55.7738770718107090;4,2;82;37,84993562;52,11387587
Тверской;Правда кофе;кафе;37.6036310000000000;55.7760410000000000;4,1;5;25,4798932;25,5250134
Тверской;Surf Coffeе;кафетерий;37.6036840000000010;55.7732927624369670;4,4;32;35,51198679;47,08855762
Тверской;Грабли;ресторан;37.6038600000000000;55.7662289990000000;4,3;735;48,18167495;74,32149544
Тверской;ГлавПивМаг;бар;37.6040302340512940;55.7659126194048800;4,3;100;39,6044636;55,88515665
Тверской;EAT MARKET;ресторан;37.6040302340512940;55.7659126194048800;4,3;54;36,9548632;50,18995705
Тверской;Subway;кафе;37.6041225412427020;55.7797377493588510;4,1;39;33,90180051;43,62753299
Тверской;То Да Сё;кафе;37.6042410000000000;55.7661470000000000;4,1;924;46,87891726;71,52127504
Тверской;ВОЛНА;ресторан;37.6045134373251390;55.7629981442020290;4,5;155;43,41867886;64,08364471
Тверской;Ленский;ресторан;37.6045384210679640;55.7674030765404610;4,1;18;30,73172197;36,8135885
Тверской;Сэлэнгэ;ресторан;37.6047791210449000;55.7703379204818000;4,4;288;45,17977493;67,8690433
Тверской;Диско 90-х;ресторан;37.6048052778212000;55.7669289097129000;4,2;438;44,8870342;67,23980997
Тверской;Look in Rooms;кафе;37.6048688476489590;55.7660231116657390;4,3;453;46,10056794;69,8482474
Тверской;FARШ;кафе;37.6049430000000060;55.7660707603376340;4,3;84;38,85474403;54,27366739
Тверской;Кузина;кафетерий;37.6049430000000060;55.7660707603376340;4,2;13;30,11450208;35,48690148
Тверской;ОnePriceCoffee;кафетерий;37.6049430000000060;55.7660707603376340;4,3;21;32,89367828;41,46061857
Тверской;Турандот;ресторан;37.6050547333284300;55.7636670120602740;4,7;809;53,11455478;84,92450383
Тверской;ФАРЕНГЕЙТ;ресторан;37.6050547333284300;55.7636670120602740;4,4;220;43,99471002;65,32179837
Тверской;КАФЕ ПУШКИНЪ;ресторан;37.6050547333284300;55.7636670120602740;4,6;1525;54,90063143;88,76359707
Тверской;PLOV PROJECT;ресторан;37.6050720000000070;55.7717757619958830;4,5;380;47,45403647;72,75746852
Тверской;Кондитерская кафе Пушкинъ;кафе;37.6051290000000050;55.7636897596457860;4,8;158;46,40527305;70,50319764
Тверской;БУТЧЕР;ресторан;37.6051860450906000;55.7713168037438000;4,7;237;47,34418254;72,52134232
Тверской;Кулинарная лавка братьев Караваевых;магазин (отдел кулинарии);37.6052130000000060;55.7695497613487490;4,4;74;39,20063523;55,01714531
Тверской;Чехов;кафе;37.6053339999999990;55.7688217611371470;4,2;4;25,1641511;24,84633962
Тверской;АРМЕНИЯ;ресторан;37.6053595370626000;55.7640886225170000;3,7;377;38,98843688;54,56103429
Тверской;РОССО;бар;37.6053989999999980;55.7674157607284970;4,5;13;32,26553795;40,11045852
Тверской;Ред 36;кафе;37.6055131721084000;55.7799065352665000;4,1;31;32,9605453;41,60434629
Тверской;Eхtra Virgin;ресторан;37.6055885886097000;55.7677930838412000;4,4;111;40,9846817;58,8518748
Тверской;Ровесник;кафе;37.6056609999999980;55.7625567593166310;4,6;627;50,81213694;79,97555788
Тверской;BRUXX;бар;37.6058816288874240;55.7712233782420340;4,8;774;54,03236189;86,89728986
Тверской;CROSS KEYS PAB;ресторан;37.6059210000000000;55.7670280000000000;4,8;293;49,36964542;76,87498575
Тверской;Братец кролик;кафе;37.6059922090068000;55.7806349026872000;4,1;28;32,54323625;40,70735883
Тверской;ПАПА НЬОККИ;бар;37.6061049999999780;55.7671707606572940;4,9;148;47,05167405;71,89260818
Тверской;Кикидзе;кафе;37.6061049999999780;55.7671707606572940;4,3;49;36,53705908;49,29190546
Тверской;Сыто Пьяно;кафе;37.6061590000000050;55.7638167596826760;4,3;442;45,99486429;69,62104206
Тверской;Pho +7;кафе;37.6063340000000000;55.7723700000000000;4,4;54;37,81427862;52,03723272
Тверской;Кофемаус;кафетерий;37.6064034685246180;55.7723976694285850;4,2;32;33,89780557;43,61894604
Тверской;Шоколадница;кафе;37.6065127752707000;55.7635937230866000;4,2;163;40,73546562;58,31619579
Тверской;Craft RePUBlic;бар;37.6066072076309370;55.7628465835320600;4,6;217;45,93131068;69,48443636
Тверской;ШОКОЛАДНИЦА;кафе;37.6066473107279000;55.7671729880364000;4,1;63;35,86805014;47,85390014
Тверской;МУ-МУ;кафе;37.6066854221939000;55.7628402244174000;4,3;361;45,12440702;67,75003241
Тверской;Челси;кафе;37.6067568889928200;55.7624855352839720;4,4;247;44,5040575;66,41661838
Тверской;Too Much;ресторан;37.6067568889928200;55.7624855352839720;4,5;209;44,76376997;66,97485892
Тверской;Чихо;кафе;37.6067710000000090;55.7672997606947830;4,3;9;29,25029748;33,62933168
Тверской;Все твои друзья;бар;37.6069280165764180;55.7624120211734460;4,5;315;46,60984271;70,94291114
Тверской;SeDelice Французская пекарня;кафе;37.6069910000000010;55.7630907594717660;4,3;68;37,94611493;52,32060907
Тверской;Практика;ресторан;37.6070317101638950;55.7678160821298190;4,8;294;49,38599978;76,91013873
Тверской;Чайхона №1;ресторан;37.6070526523624000;55.7661804856090000;4,3;1173;50,19170715;78,64197131
Тверской;YURA;ресторан;37.6070530000000000;55.7650630000000000;4,4;52;37,64822118;51,68029955
Тверской;Вареничная №1;кафе;37.6070844966116770;55.7642780635579170;4,5;598;49,49442423;77,14319232
Тверской;BRUNDI;кафе;37.6071184347048090;55.7777557426105590;4,2;17;31,24121083;37,9087124
Тверской;БУРГЕР ХИРОУС;кафе;37.6071219999999970;55.7659977603164170;4,7;794;53,02659214;84,735432
Тверской;Кулинарная лавка братьев Караваевых;магазин (отдел кулинарии);37.6071969787281620;55.7770694082418430;4,3;262;43,74611317;64,78745035
Тверской;Кофе МСК;кафетерий;37.6072949999999930;55.7775307636695100;4,1;7;26,85942937;28,49026576
Тверской;Pizza Hut;кафе;37.6072949999999930;55.7775307636695100;3,7;135;35,18864637;46,3935516
Тверской;Одесса мама;ресторан;37.6073068126203000;55.7637279108880000;4,3;61;37,47898942;51,31654331
Тверской;Мама будет рада;кафе;37.6074224404250260;55.7662005404588110;4,6;297;47,37495069;72,58747712
Тверской;ForteПьяно;бар;37.6075060000000010;55.7674477607377880;4,6;102;42,4586578;62,02012162
Тверской;Библиiteka;бар;37.6075060000000010;55.7674477607377880;4,4;81;39,5983251;55,87196221
Тверской;РЕСТОРАН «ГУБЕРНАТОРСКИЙ»;ресторан;37.6075581030605000;55.7607480066406000;4,1;15;29,98420359;35,20683059
Тверской;Хлеб и Вино;кафе;37.6075697450149140;55.7638389134766190;4,4;185;43,23231445;63,68306259
Тверской;Пиццаменто;кафе;37.6075697450149140;55.7638389134766190;4,5;305;46,46466883;70,63086626
Тверской;Иль Патио Планета Суши;ресторан;37.6075740000000000;55.7806890000000000;4;31;32,15662956;39,87636474
Тверской;Счастье;кафе;37.6075794597651000;55.7673007594675000;4,5;857;51,11373647;80,62383281
Тверской;Sol х Magneto;бар;37.6075989999999860;55.7636697596399880;4,9;80;44,03726442;65,41326718
Тверской;Мост;бар;37.6075989999999860;55.7636697596399880;4,3;57;37,18735225;50,68968204
Тверской;Щас спою;бар;37.6076809999999920;55.7662517603902190;4,2;23;32,51079049;40,63761808
Тверской;Don Caliano;бар;37.6076809999999920;55.7662517603902190;4,3;60;37,40791342;51,16376857
Тверской;Тебурасика;ресторан;37.6077630000000000;55.7675900000000000;4,4;209;43,76901953;64,83668657
Тверской;ЧАЙХОНА АЙВА;кафе;37.6078220697626970;55.7650370276568810;4,4;178;43,06259644;63,31826119
Тверской;Либерто;кафе;37.6078384307978200;55.7809871575951850;4,2;35;34,27417664;44,42793911
Тверской;Брусника;магазин (отдел кулинарии);37.6078640000000060;55.7770667635345560;4,4;118;41,25376117;59,43024927
Тверской;Эль кафе;кафетерий;37.6078640000000060;55.7770667635345560;4;26;31,4530669;38,36408771
Тверской;KFC;ресторан;37.6078999505008370;55.7653981864525010;4,2;315;43,50251986;64,26385725
Тверской;Онегин;бар;37.6080660000000010;55.7651867600807450;4,4;90;40,06191137;56,86842052
Тверской;Beer and Fries;бар;37.6080660000000010;55.7651867600807450;4,6;127;43,46704345;64,18760227
Тверской;Бистро Халяль;кафе;37.6081130000000000;55.7804810000000000;4,1;34;33,33927591;42,41841109
Тверской;МамаМай;кафе;37.6081179999999760;55.7754577630665480;4,2;5;26,10135401;26,8608161
Тверской;Kozlovna на Пушкинской Пилзнер;ресторан;37.6081410000000030;55.7664547604492070;4,5;249;45,55180387;68,66870315
Тверской;ЭХО;бар;37.6081410000000030;55.7664547604492070;4,5;299;46,37526192;70,43869003
Тверской;White Eagles Pub;бар;37.6081636616446890;55.7648253844018460;4,7;464;50,50175727;79,30841042
Тверской;Ламбик;кафе;37.6082319247473150;55.7672048095371120;4,7;295;48,37308405;74,73292089
Тверской;Север;бар;37.6082595616309730;55.7650171843744220;4,4;122;41,40044142;59,74553202
Тверской;PUSHKA;бар;37.6082595616309730;55.7650171843744220;4,8;38;39,56523046;55,80082674
Тверской;Восемь градусов;бар;37.6082595616309730;55.7650171843744220;4,6;53;39,44712566;55,54696566
Тверской;Венеция;ресторан;37.6082613617629000;55.7650975971443000;4,4;426;46,90228194;71,57149641
Тверской;Slice NYK Pizza;кафе;37.6083071930925000;55.7656965398718000;4,2;56;36,24819188;48,67099811
Тверской;Прайм;кафе;37.6084370456978120;55.7619159943855820;4,2;49;35,68736003;47,4655147
Тверской;Бирмаркет;бар;37.6084502008544350;55.7652061653848610;4,6;277;47,05426338;71,89817384
Тверской;Крафт Стейшн;бар;37.6084502008544350;55.7652061653848610;4,4;232;44,22839325;65,8240902
Тверской;Последняя капля;кафе;37.6085530791685000;55.7650080849780000;4,5;300;46,39028697;70,47098573
Тверской;Шамайка House;кафе;37.6085620000000060;55.7746297628257540;4,7;46;39,63891444;55,95920721
Тверской;Бокончино;ресторан;37.6085623008986000;55.7672614093460000;4,5;197;44,49768262;66,40291585
Тверской;Бирхаус;кафе;37.6085926679442000;55.7642194841493000;4,4;946;50,41261612;79,11680544
Тверской;ГАЛКИ;кафе;37.6086609999999980;55.7646907599366270;4,5;385;47,51286084;72,88390892
Тверской;Ресторан «Веранда 32.05»;ресторан;37.6086722908514940;55.7703881363441740;4,5;506;48,74268085;75,52735297
Тверской;Кафе «Travelers coffee»;кафе;37,60567229;55.7703881363441740;4,3;164;41,73165744;60,45746631
Тверской;САМАРГАЛО;кафе;37.6086800000000000;55.7765807633931840;4,3;12;30,48733039;36,28827955
Тверской;Чайхона Foood bazar;ресторан;37.6090650000000000;55.7702640000000000;4,2;74;37,41878817;51,18714338
Тверской;Бургер Кинг;предприятие быстрого обслуживания;37.6090749999999830;55.7613157589561440;4,2;258;42,66414504;62,46180741
Тверской;Под мухой;кафе;37.6092683631581930;55.7656435467056040;4,7;599;51,70202939;81,88834257
Тверской;HOOKAH.BAR.KITCHEN;кафе;37.6093990856178880;55.7676130615824800;4,9;375;51,60727144;81,68466453
Тверской;Вьеткафе;ресторан;37.6095768438409000;55.7566836646169000;4,3;164;41,73165744;60,45746631
Тверской;Кафе «Шенк»;кафе;37.6095768438409000;55.7566836646169000;3,9;22;30,01522929;35,27351898
Тверской;Ливанец;кафе;37.6096724175081000;55.7631926207576000;4,5;372;47,35828818;72,55166178
Тверской;Хлеб насущный;кафе;37.6096962926647290;55.7659423566916960;4,4;143;42,09926519;61,24762301
Тверской;Джеффрис кофе;кафетерий;37.6096962926647290;55.7659423566916960;4,9;14;35,49671483;47,05573121
Тверской;Джон Джоли;ресторан;37.6096962926647290;55.7659423566916960;4,6;360;48,2598614;74,48955378
Тверской;Гретель;кафе;37.6097120000000090;55.7660397603286100;4,3;175;42,01081149;61,05749566
Тверской;Винил и вино;бар;37.6097139999999900;55.7728247623008850;4,6;119;43,16775092;63,54428613
Тверской;Мята Lounge;бар;37.6097139999999900;55.7728247623008850;5;255;50,73216866;79,80366956
Тверской;911;бар;37.6098410000000100;55.7632567595200040;4,2;24;32,68954087;41,02183417
Тверской;Молодость;бар;37.6098817914278310;55.7597951399338000;4,4;28;34,92444866;45,82567024
Тверской;Rus Lounge;кафе;37.6099699999999970;55.7805067645353030;4,9;74;43,65525287;64,59215013
Тверской;Телебистро;бар;37.6101108459195710;55.7574779530605300;4,4;111;40,9846817;58,8518748
Тверской;Корчма Тарас Бульба;ресторан;37.6101484873551120;55.7506432964585700;4,4;1095;51,05619124;80,50014188
Тверской;ДУМА;кафе;37.6102152027922540;55.7566643784794560;4,5;250;45,56983997;68,70747095
Тверской;МАКДОНАЛДС;предприятие быстрого обслуживания;37.6102703541586000;55.7586891747794000;4,4;996;50,63923675;79,60391652
Тверской;Black Hat;бар;37.6103258056006520;55.7726266133727930;4,6;373;48,42304359;74,84030672
Тверской;St.Peters and St.Anton;бар;37.6104049999999860;55.7567807576391130;4,6;255;46,67359516;71,07994423
Тверской;SUPERNOVA;кафе;37.6104599999999890;55.7724947622049140;4,4;70;38,95612788;54,49158752
Тверской;Тwins Garden;ресторан;37.6105297793002000;55.7662379487457000;4,7;439;50,24144712;78,74888518
Тверской;Кофейня «T&W»;кафе;37.6105360000000100;55.7806907645888470;4;8;26,73844691;28,23021928
Тверской;Smoke family;кафе;37.6105360000000100;55.7806907645888470;4,8;64;42,06745569;61,17924989
Тверской;ЛАТТЕ;кафетерий;37.6106839999999990;55.7707597617004960;3,8;4;22,76756528;19,69498374
Тверской;Delicatessen;кафе;37.6107201973142000;55.7726900264675000;4,9;347;51,22702533;80,86734224
Тверской;Якитория;кафе;37.6107901472420000;55.7607711240584000;4,4;146;42,19061795;61,44398176
Тверской;The Бык;ресторан;37.6108420000000050;55.7662067603771450;4,7;183;46,12888479;69,90911323
Тверской;Моремания;кафе;37.6108420000000050;55.7662067603771450;4,9;399;51,91124485;82,33804203
Тверской;Менза;кафе;37.6109896435460700;55.7654597061555250;4,3;171;41,91138509;60,843783
Тверской;Вилла паста;ресторан;37.6109984873488440;55.7654464957251360;4,3;360;45,11247913;67,72439394
Тверской;Коt Шрёdiнгера;кафе;37.6110070000000010;55.7654427601551390;4,6;343;48,03734291;74,01126008
Тверской;То Да Сё;кафе;37.6113477070107220;55.7581237164840430;4,2;541;45,77407575;69,14646679
Тверской;Шоколадница;кафе;37.6114873285469570;55.7651534342108450;4;81;35,99847736;48,13424772
Тверской;Чайная высота ПУЭРОПОРТ;кафе;37.6115080000000010;55.7601857586279270;4,3;81;38,69836316;53,93753359
Тверской;STAG'S HEAD PUB;бар;37.6115489999999970;55.7582147580555230;4,7;156;45,37862311;68,29645872
Тверской;NEON MONKEY;бар;37.6115679999999910;55.7654377601536740;4,7;224;47,07903632;71,95142217
Тверской;КМ 20;ресторан;37.6116176640902750;55.7612794616812120;4,7;140;44,87001926;67,2032371
Тверской;LAW аnd SON BAR;бар;37.6117363921424680;55.7729842346473110;4,5;328;46,79182707;71,33407853
Тверской;69 Pints;бар;37.6120170000000020;55.7574037578200220;4,6;107;42,67879549;62,49329793
Тверской;Да Пино;ресторан;37.6121327557448000;55.7757275461562000;4,5;569;49,27072779;76,66236666
Тверской;ТЕАТР КОРША;ресторан;37.6123565533779000;55.7659897544575000;4,4;169;42,83430316;62,82755483
Тверской;Авокадо;кафе;37.6124875805327000;55.7579810436051000;4,5;149;43,24102421;63,70178385
Тверской;Салют;кафе;37.6124900000000010;55.7669147605829000;4,6;294;47,32824979;72,48709557
Тверской;Жан Жак;кафе;37.6125015007135000;55.7621709792789000;4,4;151;42,3387801;61,76244978
Тверской;ШВАРЦ КАЙЗЕР;кафе;37.6125064662686630;55.7808836298290060;4,3;48;36,44839615;49,10132838
Тверской;Lamberti;ресторан;37.6129320000000080;55.7571327577413310;4,7;39;38,86303961;54,29149837
Тверской;Чехов;ресторан;37.6130411669300000;55.7598696692578000;4,4;106;40,78188083;58,41596324
Тверской;STERЕO PEOPLE;бар;37.6130547267666340;55.7618930557721480;4,7;158;45,43849653;68,425154
Тверской;Гадкий кайот;бар;37.6131070157505150;55.7622255827563010;4,3;439;45,96557928;69,5580952
Тверской;Q2 LOUNGE;ресторан;37.6131165248234000;55.7574131336283000;4,4;66;38,69722968;53,93509722
Тверской;Тап и Баррель Паб;ресторан;37.6131259746527040;55.7622202212008700;4,6;712;51,39694125;81,23256903
Тверской;SEMPRE;ресторан;37.6132119253608720;55.7634386761275070;4,7;1213;55,01830385;89,01652877
Тверской;STAIRS;ресторан;37.6132372006542000;55.7686579562923000;4,2;34;34,15242898;44,16624788
Тверской;TRUE COST;ресторан;37.6133330000000040;55.7623087592445900;4,4;345;45,97434425;69,57693513
Тверской;Connoly Station;бар;37.6133330000000040;55.7623087592445900;4,8;785;54,10009874;87,04288724
Тверской;SEMENOV;бар;37.6133330000000040;55.7623087592445900;4,4;145;42,16037728;61,37898077
Тверской;Kaif Provenance;ресторан;37.6133330000000040;55.7623087592445900;4,3;523;46,7184321;71,17631924
Тверской;Япоша;бар;37.6133530000000040;55.7622727592341290;4,5;127;42,52210773;62,15650446
Тверской;NOBU;кафе;37.6133793384146000;55.7628576708538000;4,3;66;37,81774719;52,04468826
Тверской;Доктор Живаго;ресторан;37.6134132324214220;55.7567020751887630;4,8;2756;60,12818793;100
Тверской;Rose bar;ресторан;37.6134818271666590;55.7628730596666030;4,4;178;43,06259644;63,31826119
